tanggal_transaksi,nama_produk,kategori,total_pengeluaran
2023-12-11,gym membership,Kesehatan,6817.0
2023-12-11,lunch,Makanan/Minuman,76998.0
2023-12-11,emi payment,Tagihan/Utilitas,2476.0
2023-12-11,grocery shopping,Belanja,1042.0
2023-12-11,books,Pendidikan,65471.0
2023-12-11,emi payment,Tagihan/Utilitas,8994.0
2023-12-12,online course,Pendidikan,2741.0
2023-12-12,fixed deposit,Investasi,4537.0
2023-12-12,medicine,Kesehatan,6808.0
2023-12-12,internet bill,Tagihan/Utilitas,62177.0
2023-12-13,gym membership,Kesehatan,3478.0
2023-12-13,online course,Pendidikan,3820.0
2023-12-14,electricity bill,Tagihan/Utilitas,5514.0
2023-12-14,monthly rent payment,Tagihan/Utilitas,3123.0
2023-12-14,uber ride,Transportasi,5561.0
2023-12-14,grocery shopping,Belanja,3903.0
2023-12-14,monthly rent payment,Tagihan/Utilitas,1897.0
2023-12-14,electricity bill,Tagihan/Utilitas,1367.0
2023-12-14,lunch,Makanan/Minuman,5837.0
2023-12-14,grocery shopping,Belanja,1820.0
2023-12-14,lunch,Makanan/Minuman,6168.0
2023-12-14,gym membership,Kesehatan,8081.0
2023-12-15,uber ride,Transportasi,1741.0
2023-12-15,restaurant dinner,Makanan/Minuman,4846.0
2023-12-15,train ticket,Transportasi,11785.0
2023-12-15,internet bill,Tagihan/Utilitas,61446.0
2023-12-16,atm withdrawal,Keuangan,177.0
2023-12-16,movie tickets,Hiburan,24451.0
2023-12-16,emi payment,Tagihan/Utilitas,59766.0
2023-12-16,shopping,Belanja,239.0
2023-12-16,atm withdrawal,Keuangan,7489.0
2023-12-16,train ticket,Transportasi,5229.0
2023-12-16,movie tickets,Hiburan,5857.0
2023-12-17,fixed deposit,Investasi,74980.0
2023-12-17,coffee,Makanan/Minuman,592.0
2023-12-17,doctor consultation,Kesehatan,6307.0
2023-12-17,grocery shopping,Belanja,50177.0
2023-12-17,medicine,Kesehatan,1180.0
2023-12-17,medicine,Kesehatan,40858.0
2023-12-17,books,Pendidikan,2625.0
2023-12-17,books,Pendidikan,7834.0
2023-12-17,gym membership,Kesehatan,2611.0
2023-12-18,movie tickets,Hiburan,7221.0
2023-12-18,shopping,Belanja,5598.0
2023-12-18,monthly rent payment,Tagihan/Utilitas,24773.0
2023-12-18,books,Pendidikan,999999.0
2023-12-19,lunch,Makanan/Minuman,5838.0
2023-12-19,coffee,Makanan/Minuman,45898.0
2023-12-19,grocery shopping,Belanja,7568.0
2023-12-20,online course,Pendidikan,3401.0
2023-12-20,atm withdrawal,Keuangan,41360.0
2023-12-20,internet bill,Tagihan/Utilitas,6413.0
2023-12-20,gym membership,Kesehatan,41449.0
2023-12-20,atm withdrawal,Keuangan,5622.0
2023-12-20,lunch,Makanan/Minuman,6707.0
2023-12-20,movie tickets,Hiburan,7292.0
2023-12-21,fixed deposit,Investasi,38973.0
2023-12-21,emi payment,Tagihan/Utilitas,7874.0
2023-12-21,movie tickets,Hiburan,9194.0
2023-12-21,coffee,Makanan/Minuman,4462.0
2023-12-21,books,Pendidikan,2386.0
2023-12-21,doctor consultation,Kesehatan,7616.0
2023-12-22,atm withdrawal,Keuangan,54330.0
2023-12-22,electricity bill,Tagihan/Utilitas,1966.0
2023-12-22,train ticket,Transportasi,314.0
2023-12-22,gym membership,Kesehatan,2489.0
2023-12-22,monthly rent payment,Tagihan/Utilitas,47588.0
2023-12-22,electricity bill,Tagihan/Utilitas,4656.0
2023-12-22,gym membership,Kesehatan,3515.0
2023-12-22,shopping,Belanja,114.0
2023-12-23,fixed deposit,Investasi,2569.0
2023-12-23,electricity bill,Tagihan/Utilitas,78671.0
2023-12-23,monthly rent payment,Tagihan/Utilitas,1822.0
2023-12-23,monthly rent payment,Tagihan/Utilitas,62118.0
2023-12-24,petrol,Transportasi,4299.0
2023-12-24,grocery shopping,Belanja,8065.0
2023-12-24,movie tickets,Hiburan,4103.0
2023-12-24,internet bill,Tagihan/Utilitas,8540.0
2023-12-24,monthly rent payment,Tagihan/Utilitas,3788.0
2023-12-24,grocery shopping,Belanja,939.0
2023-12-25,electricity bill,Tagihan/Utilitas,4069.0
2023-12-25,medicine,Kesehatan,5051.0
2023-12-25,restaurant dinner,Makanan/Minuman,1311.0
2023-12-25,movie tickets,Hiburan,1048.0
2023-12-25,monthly rent payment,Tagihan/Utilitas,4541.0
2023-12-26,atm withdrawal,Keuangan,3482.0
2023-12-26,medicine,Kesehatan,47277.0
2023-12-26,movie tickets,Hiburan,6027.0
2023-12-26,emi payment,Tagihan/Utilitas,3593.0
2023-12-27,doctor consultation,Kesehatan,6403.0
2023-12-27,electricity bill,Tagihan/Utilitas,4480.0
2023-12-28,lunch,Makanan/Minuman,3832.0
2023-12-28,atm withdrawal,Keuangan,57627.0
2023-12-28,movie tickets,Hiburan,587.0
2023-12-28,monthly rent payment,Tagihan/Utilitas,552.0
2023-12-28,atm withdrawal,Keuangan,22188.0
2023-12-28,emi payment,Tagihan/Utilitas,9542.0
2023-12-29,train ticket,Transportasi,9214.0
2023-12-29,doctor consultation,Kesehatan,3022.0
2023-12-29,gym membership,Kesehatan,15135.0
2023-12-29,uber ride,Transportasi,2853.0
2023-12-29,grocery shopping,Belanja,5666.0
2023-12-29,coffee,Makanan/Minuman,1547.0
2023-12-29,doctor consultation,Kesehatan,2420.0
2023-12-29,monthly rent payment,Tagihan/Utilitas,8191.0
2023-12-29,doctor consultation,Kesehatan,46285.0
2023-12-30,lunch,Makanan/Minuman,7478.0
2023-12-30,lunch,Makanan/Minuman,16289.0
2023-12-30,coffee,Makanan/Minuman,7841.0
2023-12-31,restaurant dinner,Makanan/Minuman,30261.0
2023-12-31,doctor consultation,Kesehatan,4635.0
2023-12-31,movie tickets,Hiburan,3602.0
2023-12-31,books,Pendidikan,13239.0
2023-12-31,grocery shopping,Belanja,9485.0
2024-01-01,fixed deposit,Investasi,6806.0
2024-01-01,restaurant dinner,Makanan/Minuman,12083.0
2024-01-01,books,Pendidikan,2403.0
2024-01-01,online course,Pendidikan,6347.0
2024-01-01,grocery shopping,Belanja,757.0
2024-01-01,internet bill,Tagihan/Utilitas,6332.0
2024-01-02,online course,Pendidikan,8558.0
2024-01-02,books,Pendidikan,7918.0
2024-01-02,gym membership,Kesehatan,174110.0
2024-01-02,emi payment,Tagihan/Utilitas,7181.0
2024-01-02,lunch,Makanan/Minuman,976.0
2024-01-02,books,Pendidikan,9129.0
2024-01-03,coffee,Makanan/Minuman,1957.0
2024-01-03,medicine,Kesehatan,1183.0
2024-01-03,electricity bill,Tagihan/Utilitas,10241.0
2024-01-03,medicine,Kesehatan,4278.0
2024-01-03,books,Pendidikan,6129.0
2024-01-03,electricity bill,Tagihan/Utilitas,3397.0
2024-01-03,petrol,Transportasi,3106.0
2024-01-03,internet bill,Tagihan/Utilitas,5749.0
2024-01-03,internet bill,Tagihan/Utilitas,37602.0
2024-01-03,restaurant dinner,Makanan/Minuman,1426.0
2024-01-04,petrol,Transportasi,7012.0
2024-01-04,restaurant dinner,Makanan/Minuman,25678.0
2024-01-04,restaurant dinner,Makanan/Minuman,8368.0
2024-01-04,uber ride,Transportasi,4596.0
2024-01-04,restaurant dinner,Makanan/Minuman,8325.0
2024-01-04,books,Pendidikan,3681.0
2024-01-04,petrol,Transportasi,22541.0
2024-01-04,coffee,Makanan/Minuman,4591.0
2024-01-04,lunch,Makanan/Minuman,1688.0
2024-01-05,coffee,Makanan/Minuman,5268.0
2024-01-05,restaurant dinner,Makanan/Minuman,69872.0
2024-01-05,medicine,Kesehatan,22919.0
2024-01-05,uber ride,Transportasi,2306.0
2024-01-05,petrol,Transportasi,2778.0
2024-01-06,internet bill,Tagihan/Utilitas,2774.0
2024-01-06,internet bill,Tagihan/Utilitas,30482.0
2024-01-06,uber ride,Transportasi,7041.0
2024-01-06,coffee,Makanan/Minuman,1349.0
2024-01-06,movie tickets,Hiburan,3706.0
2024-01-06,lunch,Makanan/Minuman,42468.0
2024-01-07,emi payment,Tagihan/Utilitas,5841.0
2024-01-07,lunch,Makanan/Minuman,999999.0
2024-01-07,lunch,Makanan/Minuman,7560.0
2024-01-07,medicine,Kesehatan,2415.0
2024-01-08,books,Pendidikan,434.0
2024-01-08,internet bill,Tagihan/Utilitas,3726.0
2024-01-08,grocery shopping,Belanja,8631.0
2024-01-08,movie tickets,Hiburan,4064.0
2024-01-08,grocery shopping,Belanja,77669.0
2024-01-08,books,Pendidikan,22725.0
2024-01-09,train ticket,Transportasi,7389.0
2024-01-09,electricity bill,Tagihan/Utilitas,35329.0
2024-01-09,gym membership,Kesehatan,5088.0
2024-01-09,shopping,Belanja,9721.0
2024-01-09,grocery shopping,Belanja,7696.0
2024-01-09,atm withdrawal,Keuangan,4184.0
2024-01-09,train ticket,Transportasi,430.0
2024-01-10,lunch,Makanan/Minuman,7652.0
2024-01-10,movie tickets,Hiburan,3338.0
2024-01-10,medicine,Kesehatan,552.0
2024-01-10,train ticket,Transportasi,6707.0
2024-01-10,lunch,Makanan/Minuman,9407.0
2024-01-10,emi payment,Tagihan/Utilitas,43118.0
2024-01-11,medicine,Kesehatan,479.0
2024-01-11,online course,Pendidikan,4161.0
2024-01-11,coffee,Makanan/Minuman,1915.0
2024-01-11,shopping,Belanja,714.0
2024-01-11,uber ride,Transportasi,8688.0
2024-01-12,internet bill,Tagihan/Utilitas,1321.0
2024-01-12,shopping,Belanja,4811.0
2024-01-12,medicine,Kesehatan,7019.0
2024-01-12,movie tickets,Hiburan,7782.0
2024-01-12,restaurant dinner,Makanan/Minuman,2984.0
2024-01-12,lunch,Makanan/Minuman,3969.0
2024-01-12,lunch,Makanan/Minuman,37665.0
2024-01-12,doctor consultation,Kesehatan,3962.0
2024-01-13,monthly rent payment,Tagihan/Utilitas,9464.0
2024-01-13,books,Pendidikan,3290.0
2024-01-13,petrol,Transportasi,68997.0
2024-01-14,atm withdrawal,Keuangan,7195.0
2024-01-14,petrol,Transportasi,68895.0
2024-01-14,restaurant dinner,Makanan/Minuman,35208.0
2024-01-14,monthly rent payment,Tagihan/Utilitas,9140.0
2024-01-14,restaurant dinner,Makanan/Minuman,125.0
2024-01-14,medicine,Kesehatan,1094.0
2024-01-15,doctor consultation,Kesehatan,412.0
2024-01-16,electricity bill,Tagihan/Utilitas,2031.0
2024-01-16,train ticket,Transportasi,3387.0
2024-01-16,uber ride,Transportasi,59283.0
2024-01-17,grocery shopping,Belanja,3047.0
2024-01-17,uber ride,Transportasi,76415.0
2024-01-17,movie tickets,Hiburan,9354.0
2024-01-17,petrol,Transportasi,42684.0
2024-01-17,atm withdrawal,Keuangan,5130.0
2024-01-17,electricity bill,Tagihan/Utilitas,3348.0
2024-01-17,restaurant dinner,Makanan/Minuman,1218.0
2024-01-17,emi payment,Tagihan/Utilitas,13925.0
2024-01-18,lunch,Makanan/Minuman,7178.0
2024-01-18,petrol,Transportasi,6245.0
2024-01-18,shopping,Belanja,8372.0
2024-01-18,restaurant dinner,Makanan/Minuman,7960.0
2024-01-18,emi payment,Tagihan/Utilitas,4892.0
2024-01-19,train ticket,Transportasi,3519.0
2024-01-19,internet bill,Tagihan/Utilitas,8082.0
2024-01-19,electricity bill,Tagihan/Utilitas,3804.0
2024-01-19,train ticket,Transportasi,2250.0
2024-01-19,emi payment,Tagihan/Utilitas,4711.0
2024-01-20,uber ride,Transportasi,2062.0
2024-01-20,lunch,Makanan/Minuman,399.0
2024-01-20,online course,Pendidikan,2206.0
2024-01-20,electricity bill,Tagihan/Utilitas,15116.0
2024-01-21,restaurant dinner,Makanan/Minuman,35167.0
2024-01-21,medicine,Kesehatan,6474.0
2024-01-21,books,Pendidikan,1012.0
2024-01-21,emi payment,Tagihan/Utilitas,5182.0
2024-01-21,gym membership,Kesehatan,1255.0
2024-01-21,monthly rent payment,Tagihan/Utilitas,7844.0
2024-01-21,shopping,Belanja,793.0
2024-01-21,coffee,Makanan/Minuman,3117.0
2024-01-21,emi payment,Tagihan/Utilitas,6636.0
2024-01-22,shopping,Belanja,999999.0
2024-01-22,restaurant dinner,Makanan/Minuman,59543.0
2024-01-22,online course,Pendidikan,3707.0
2024-01-22,movie tickets,Hiburan,3307.0
2024-01-23,fixed deposit,Investasi,6543.0
2024-01-23,gym membership,Kesehatan,3368.0
2024-01-23,coffee,Makanan/Minuman,134.0
2024-01-23,medicine,Kesehatan,7174.0
2024-01-23,electricity bill,Tagihan/Utilitas,1532.0
2024-01-23,restaurant dinner,Makanan/Minuman,5591.0
2024-01-24,monthly rent payment,Tagihan/Utilitas,907.0
2024-01-24,electricity bill,Tagihan/Utilitas,1663.0
2024-01-24,atm withdrawal,Keuangan,24769.0
2024-01-25,internet bill,Tagihan/Utilitas,2345.0
2024-01-25,medicine,Kesehatan,14299.0
2024-01-25,monthly rent payment,Tagihan/Utilitas,2737.0
2024-01-26,internet bill,Tagihan/Utilitas,3669.0
2024-01-26,movie tickets,Hiburan,44906.0
2024-01-26,fixed deposit,Investasi,53734.0
2024-01-27,grocery shopping,Belanja,453.0
2024-01-27,atm withdrawal,Keuangan,4058.0
2024-01-28,gym membership,Kesehatan,817.0
2024-01-28,fixed deposit,Investasi,291.0
2024-01-28,restaurant dinner,Makanan/Minuman,76688.0
2024-01-29,internet bill,Tagihan/Utilitas,5665.0
2024-01-29,medicine,Kesehatan,1014.0
2024-01-30,movie tickets,Hiburan,9125.0
2024-01-30,medicine,Kesehatan,544.0
2024-01-30,emi payment,Tagihan/Utilitas,1776.0
2024-01-30,books,Pendidikan,348.0
2024-01-31,emi payment,Tagihan/Utilitas,21355.0
2024-01-31,gym membership,Kesehatan,44788.0
2024-01-31,books,Pendidikan,5425.0
2024-02-01,coffee,Makanan/Minuman,1110.0
2024-02-02,electricity bill,Tagihan/Utilitas,1555.0
2024-02-02,medicine,Kesehatan,3753.0
2024-02-02,lunch,Makanan/Minuman,3255.0
2024-02-02,movie tickets,Hiburan,2033.0
2024-02-02,atm withdrawal,Keuangan,6261.0
2024-02-03,lunch,Makanan/Minuman,7890.0
2024-02-03,electricity bill,Tagihan/Utilitas,54776.0
2024-02-03,restaurant dinner,Makanan/Minuman,7712.0
2024-02-03,gym membership,Kesehatan,8929.0
2024-02-04,coffee,Makanan/Minuman,4478.0
2024-02-04,internet bill,Tagihan/Utilitas,21785.0
2024-02-04,online course,Pendidikan,6967.0
2024-02-05,lunch,Makanan/Minuman,8120.0
2024-02-05,atm withdrawal,Keuangan,4549.0
2024-02-05,electricity bill,Tagihan/Utilitas,37190.0
2024-02-05,atm withdrawal,Keuangan,2535.0
2024-02-07,atm withdrawal,Keuangan,5884.0
2024-02-07,internet bill,Tagihan/Utilitas,2701.0
2024-02-07,petrol,Transportasi,7837.0
2024-02-07,monthly rent payment,Tagihan/Utilitas,28033.0
2024-02-07,fixed deposit,Investasi,999999.0
2024-02-08,doctor consultation,Kesehatan,23898.0
2024-02-08,internet bill,Tagihan/Utilitas,22126.0
2024-02-08,monthly rent payment,Tagihan/Utilitas,4193.0
2024-02-09,restaurant dinner,Makanan/Minuman,6463.0
2024-02-10,atm withdrawal,Keuangan,4592.0
2024-02-11,lunch,Makanan/Minuman,3838.0
2024-02-11,lunch,Makanan/Minuman,49068.0
2024-02-11,train ticket,Transportasi,2814.0
2024-02-11,grocery shopping,Belanja,4970.0
2024-02-12,gym membership,Kesehatan,999999.0
2024-02-12,internet bill,Tagihan/Utilitas,76239.0
2024-02-12,coffee,Makanan/Minuman,5170.0
2024-02-12,gym membership,Kesehatan,2182.0
2024-02-13,gym membership,Kesehatan,25526.0
2024-02-13,books,Pendidikan,14825.0
2024-02-13,coffee,Makanan/Minuman,7698.0
2024-02-13,books,Pendidikan,2109.0
2024-02-13,doctor consultation,Kesehatan,6176.0
2024-02-13,shopping,Belanja,4755.0
2024-02-13,movie tickets,Hiburan,4084.0
2024-02-14,books,Pendidikan,2612.0
2024-02-14,grocery shopping,Belanja,6805.0
2024-02-14,monthly rent payment,Tagihan/Utilitas,65886.0
2024-02-15,train ticket,Transportasi,114.0
2024-02-15,emi payment,Tagihan/Utilitas,2400.0
2024-02-15,electricity bill,Tagihan/Utilitas,6734.0
2024-02-15,petrol,Transportasi,5234.0
2024-02-16,movie tickets,Hiburan,9564.0
2024-02-16,movie tickets,Hiburan,4545.0
2024-02-16,coffee,Makanan/Minuman,9091.0
2024-02-16,atm withdrawal,Keuangan,1498.0
2024-02-17,monthly rent payment,Tagihan/Utilitas,5409.0
2024-02-18,petrol,Transportasi,8407.0
2024-02-18,medicine,Kesehatan,2398.0
2024-02-19,movie tickets,Hiburan,24030.0
2024-02-19,atm withdrawal,Keuangan,7864.0
2024-02-19,online course,Pendidikan,783.0
2024-02-19,restaurant dinner,Makanan/Minuman,9234.0
2024-02-19,gym membership,Kesehatan,1275.0
2024-02-19,monthly rent payment,Tagihan/Utilitas,8016.0
2024-02-19,atm withdrawal,Keuangan,9479.0
2024-02-19,petrol,Transportasi,40333.0
2024-02-20,restaurant dinner,Makanan/Minuman,2061.0
2024-02-21,doctor consultation,Kesehatan,559.0
2024-02-21,lunch,Makanan/Minuman,4369.0
2024-02-21,medicine,Kesehatan,4383.0
2024-02-21,train ticket,Transportasi,35494.0
2024-02-21,online course,Pendidikan,24584.0
2024-02-21,coffee,Makanan/Minuman,3262.0
2024-02-22,restaurant dinner,Makanan/Minuman,1942.0
2024-02-22,online course,Pendidikan,42643.0
2024-02-22,restaurant dinner,Makanan/Minuman,6427.0
2024-02-23,books,Pendidikan,55060.0
2024-02-23,monthly rent payment,Tagihan/Utilitas,2945.0
2024-02-23,uber ride,Transportasi,8555.0
2024-02-23,online course,Pendidikan,4828.0
2024-02-23,atm withdrawal,Keuangan,655.0
2024-02-23,atm withdrawal,Keuangan,9313.0
2024-02-23,monthly rent payment,Tagihan/Utilitas,8145.0
2024-02-23,restaurant dinner,Makanan/Minuman,2857.0
2024-02-23,emi payment,Tagihan/Utilitas,8870.0
2024-02-24,online course,Pendidikan,9928.0
2024-02-24,lunch,Makanan/Minuman,1823.0
2024-02-24,gym membership,Kesehatan,8461.0
2024-02-24,uber ride,Transportasi,3980.0
2024-02-25,internet bill,Tagihan/Utilitas,5162.0
2024-02-25,medicine,Kesehatan,4433.0
2024-02-25,medicine,Kesehatan,9017.0
2024-02-26,electricity bill,Tagihan/Utilitas,6070.0
2024-02-26,online course,Pendidikan,116.0
2024-02-26,movie tickets,Hiburan,931.0
2024-02-26,movie tickets,Hiburan,7253.0
2024-02-26,uber ride,Transportasi,2625.0
2024-02-26,monthly rent payment,Tagihan/Utilitas,29178.0
2024-02-27,train ticket,Transportasi,9275.0
2024-02-27,emi payment,Tagihan/Utilitas,4941.0
2024-02-27,electricity bill,Tagihan/Utilitas,1272.0
2024-02-27,books,Pendidikan,3434.0
2024-02-27,uber ride,Transportasi,4453.0
2024-02-28,gym membership,Kesehatan,2873.0
2024-02-28,uber ride,Transportasi,8027.0
2024-02-29,fixed deposit,Investasi,119.0
2024-02-29,train ticket,Transportasi,2897.0
2024-02-29,uber ride,Transportasi,39221.0
2024-02-29,atm withdrawal,Keuangan,64602.0
2024-03-01,petrol,Transportasi,1337.0
2024-03-01,books,Pendidikan,2863.0
2024-03-01,fixed deposit,Investasi,35327.0
2024-03-01,books,Pendidikan,4946.0
2024-03-01,online course,Pendidikan,7187.0
2024-03-01,lunch,Makanan/Minuman,2966.0
2024-03-02,shopping,Belanja,6536.0
2024-03-02,uber ride,Transportasi,1505.0
2024-03-02,emi payment,Tagihan/Utilitas,28176.0
2024-03-02,monthly rent payment,Tagihan/Utilitas,49320.0
2024-03-02,train ticket,Transportasi,2164.0
2024-03-02,fixed deposit,Investasi,8138.0
2024-03-03,electricity bill,Tagihan/Utilitas,2603.0
2024-03-03,restaurant dinner,Makanan/Minuman,1815.0
2024-03-04,restaurant dinner,Makanan/Minuman,5183.0
2024-03-04,monthly rent payment,Tagihan/Utilitas,2691.0
2024-03-04,train ticket,Transportasi,1048.0
2024-03-04,books,Pendidikan,5126.0
2024-03-05,uber ride,Transportasi,2831.0
2024-03-05,electricity bill,Tagihan/Utilitas,4137.0
2024-03-05,books,Pendidikan,9427.0
2024-03-05,fixed deposit,Investasi,6304.0
2024-03-05,train ticket,Transportasi,581306.0
2024-03-06,lunch,Makanan/Minuman,6679.0
2024-03-06,monthly rent payment,Tagihan/Utilitas,8135.0
2024-03-06,doctor consultation,Kesehatan,4574.0
2024-03-07,lunch,Makanan/Minuman,291.0
2024-03-07,doctor consultation,Kesehatan,1820.0
2024-03-07,petrol,Transportasi,2585.0
2024-03-08,shopping,Belanja,7929.0
2024-03-08,restaurant dinner,Makanan/Minuman,5726.0
2024-03-08,petrol,Transportasi,1575.0
2024-03-09,doctor consultation,Kesehatan,8617.0
2024-03-09,shopping,Belanja,6133.0
2024-03-09,medicine,Kesehatan,474.0
2024-03-10,emi payment,Tagihan/Utilitas,1295.0
2024-03-10,train ticket,Transportasi,2874.0
2024-03-10,petrol,Transportasi,25493.0
2024-03-10,atm withdrawal,Keuangan,366.0
2024-03-11,lunch,Makanan/Minuman,3941.0
2024-03-11,petrol,Transportasi,174.0
2024-03-11,online course,Pendidikan,7718.0
2024-03-11,emi payment,Tagihan/Utilitas,7796.0
2024-03-11,fixed deposit,Investasi,5713.0
2024-03-11,grocery shopping,Belanja,6025.0
2024-03-12,internet bill,Tagihan/Utilitas,2120.0
2024-03-12,doctor consultation,Kesehatan,7091.0
2024-03-12,books,Pendidikan,2570.0
2024-03-13,gym membership,Kesehatan,9189.0
2024-03-13,electricity bill,Tagihan/Utilitas,1145.0
2024-03-13,books,Pendidikan,7480.0
2024-03-14,internet bill,Tagihan/Utilitas,8743.0
2024-03-14,books,Pendidikan,184.0
2024-03-14,uber ride,Transportasi,3707.0
2024-03-14,train ticket,Transportasi,3552.0
2024-03-14,lunch,Makanan/Minuman,9683.0
2024-03-15,emi payment,Tagihan/Utilitas,5052.0
2024-03-16,emi payment,Tagihan/Utilitas,5495.0
2024-03-16,online course,Pendidikan,1537.0
2024-03-16,internet bill,Tagihan/Utilitas,7481.0
2024-03-17,petrol,Transportasi,2619.0
2024-03-17,restaurant dinner,Makanan/Minuman,27356.0
2024-03-17,grocery shopping,Belanja,2254.0
2024-03-17,books,Pendidikan,43714.0
2024-03-17,emi payment,Tagihan/Utilitas,798.0
2024-03-17,movie tickets,Hiburan,6208.0
2024-03-18,doctor consultation,Kesehatan,9781.0
2024-03-18,fixed deposit,Investasi,6787.0
2024-03-18,internet bill,Tagihan/Utilitas,3734.0
2024-03-18,uber ride,Transportasi,19183.0
2024-03-18,shopping,Belanja,41541.0
2024-03-19,uber ride,Transportasi,69498.0
2024-03-19,doctor consultation,Kesehatan,9004.0
2024-03-19,monthly rent payment,Tagihan/Utilitas,44603.0
2024-03-19,lunch,Makanan/Minuman,728.0
2024-03-19,grocery shopping,Belanja,4214.0
2024-03-19,online course,Pendidikan,4280.0
2024-03-19,restaurant dinner,Makanan/Minuman,4885.0
2024-03-20,monthly rent payment,Tagihan/Utilitas,2603.0
2024-03-20,medicine,Kesehatan,2946.0
2024-03-20,coffee,Makanan/Minuman,8394.0
2024-03-20,atm withdrawal,Keuangan,46955.0
2024-03-20,restaurant dinner,Makanan/Minuman,4645.0
2024-03-20,internet bill,Tagihan/Utilitas,5421.0
2024-03-20,lunch,Makanan/Minuman,59192.0
2024-03-21,movie tickets,Hiburan,7649.0
2024-03-21,online course,Pendidikan,2035.0
2024-03-21,medicine,Kesehatan,17575.0
2024-03-21,doctor consultation,Kesehatan,29438.0
2024-03-21,fixed deposit,Investasi,2718.0
2024-03-21,gym membership,Kesehatan,176.0
2024-03-21,medicine,Kesehatan,42642.0
2024-03-21,coffee,Makanan/Minuman,2407.0
2024-03-21,restaurant dinner,Makanan/Minuman,33170.0
2024-03-21,coffee,Makanan/Minuman,59928.0
2024-03-22,coffee,Makanan/Minuman,57074.0
2024-03-22,monthly rent payment,Tagihan/Utilitas,3930.0
2024-03-22,electricity bill,Tagihan/Utilitas,881.0
2024-03-22,coffee,Makanan/Minuman,39335.0
2024-03-23,fixed deposit,Investasi,8260.0
2024-03-23,petrol,Transportasi,2696.0
2024-03-23,lunch,Makanan/Minuman,16181.0
2024-03-23,electricity bill,Tagihan/Utilitas,7034.0
2024-03-23,internet bill,Tagihan/Utilitas,77543.0
2024-03-23,grocery shopping,Belanja,4055.0
2024-03-23,train ticket,Transportasi,1051.0
2024-03-24,restaurant dinner,Makanan/Minuman,8499.0
2024-03-24,train ticket,Transportasi,4026.0
2024-03-24,movie tickets,Hiburan,5763.0
2024-03-24,lunch,Makanan/Minuman,22040.0
2024-03-24,monthly rent payment,Tagihan/Utilitas,259.0
2024-03-25,books,Pendidikan,174.0
2024-03-25,books,Pendidikan,5852.0
2024-03-26,petrol,Transportasi,7688.0
2024-03-26,electricity bill,Tagihan/Utilitas,7215.0
2024-03-26,electricity bill,Tagihan/Utilitas,47195.0
2024-03-26,uber ride,Transportasi,7853.0
2024-03-27,monthly rent payment,Tagihan/Utilitas,28003.0
2024-03-28,internet bill,Tagihan/Utilitas,9679.0
2024-03-29,internet bill,Tagihan/Utilitas,6985.0
2024-03-29,monthly rent payment,Tagihan/Utilitas,9213.0
2024-03-29,atm withdrawal,Keuangan,6247.0
2024-03-29,fixed deposit,Investasi,2076.0
2024-03-30,emi payment,Tagihan/Utilitas,3371.0
2024-03-30,movie tickets,Hiburan,32666.0
2024-03-30,lunch,Makanan/Minuman,77481.0
2024-03-30,monthly rent payment,Tagihan/Utilitas,1869.0
2024-03-30,electricity bill,Tagihan/Utilitas,883.0
2024-03-30,doctor consultation,Kesehatan,9191.0
2024-03-30,books,Pendidikan,3268.0
2024-03-30,shopping,Belanja,1941.0
2024-03-30,fixed deposit,Investasi,7121.0
2024-03-31,internet bill,Tagihan/Utilitas,2392.0
2024-03-31,movie tickets,Hiburan,7119.0
2024-03-31,online course,Pendidikan,1980.0
2024-03-31,train ticket,Transportasi,38968.0
2024-03-31,lunch,Makanan/Minuman,42691.0
2024-03-31,train ticket,Transportasi,2034.0
2024-03-31,electricity bill,Tagihan/Utilitas,1364.0
2024-04-01,emi payment,Tagihan/Utilitas,7820.0
2024-04-01,atm withdrawal,Keuangan,4081.0
2024-04-01,medicine,Kesehatan,4327.0
2024-04-01,internet bill,Tagihan/Utilitas,5984.0
2024-04-01,atm withdrawal,Keuangan,8309.0
2024-04-01,online course,Pendidikan,7181.0
2024-04-02,emi payment,Tagihan/Utilitas,2880.0
2024-04-02,uber ride,Transportasi,3832.0
2024-04-02,grocery shopping,Belanja,3777.0
2024-04-02,books,Pendidikan,8668.0
2024-04-02,medicine,Kesehatan,366.0
2024-04-03,online course,Pendidikan,1401.0
2024-04-03,gym membership,Kesehatan,2994.0
2024-04-03,grocery shopping,Belanja,2795.0
2024-04-03,petrol,Transportasi,2965.0
2024-04-03,electricity bill,Tagihan/Utilitas,44911.0
2024-04-03,uber ride,Transportasi,67826.0
2024-04-04,restaurant dinner,Makanan/Minuman,6375.0
2024-04-04,grocery shopping,Belanja,8562.0
2024-04-04,electricity bill,Tagihan/Utilitas,1785.0
2024-04-04,movie tickets,Hiburan,3483.0
2024-04-04,restaurant dinner,Makanan/Minuman,8518.0
2024-04-04,emi payment,Tagihan/Utilitas,2221.0
2024-04-05,uber ride,Transportasi,24961.0
2024-04-05,doctor consultation,Kesehatan,3605.0
2024-04-05,fixed deposit,Investasi,9439.0
2024-04-05,uber ride,Transportasi,76378.0
2024-04-05,uber ride,Transportasi,32741.0
2024-04-06,monthly rent payment,Tagihan/Utilitas,594.0
2024-04-06,books,Pendidikan,63801.0
2024-04-06,monthly rent payment,Tagihan/Utilitas,1143.0
